id	artist	song	album_name
VikE8CLeKgliqv6a	Alice Cooper	He's Back (The Man Behind the Mask)	Constrictor
VimozdazMmSU7HS1	Nouvelle Vague	The Killing Moon	Bande à Part
Vj43E1yqDqjHksH3	Velvet Revolver	Fall to Pieces	Contraband
VjSwLMJt9RIVrMue	Glee Cast	Not the Boy Next Door	Not The Boy Next Door (Glee Cast Version)
VjkSGlRFZFP9e34b	Mayday Parade	Priceless	Mayday Parade (Deluxe Edition)
Vl4H1Ll16dD1TDlO	The Zombies	She's Not There	Begin Here
VlGI96h3Ugt2YnTx	Karol Conká	Caxambu	Batuk Freak (Instrumentals)
VlRdDbkJxYqiJoCZ	Sylvaine	Severance	Atoms Aligned, Coming Undone
VlZFWVLYCtLL6TF6	Beyoncé	Kitty Kat	HOMECOMING: THE LIVE ALBUM
VlyPBH0EpsKX3zWB	Minutemen	The Glory of Man	Double Nickels on the Dime
VmSveFRWeNn83pFX	Marilyn Manson	Sweet Dreams (Are Made of This)	Smells Like Children
VmUbfpibcjjJiEqd	Attack Attack!	Lonely	Attack Attack! (Deluxe Reissue)
Vn5M1dArWOzlzAb6	Big Brother & The Holding Company	Flower in the Sun	Cheap Thrills
VnYBds0R0fZm9nlq	Owl City	Not All Heroes Wear Capes	Not All Heroes Wear Capes
VnrBjVILXXzQ4gMR	Tycho	Ascension	Dive
VoJYaMZaVb0OGytM	Franz Ferdinand	Darts of Pleasure	Franz Ferdinand
VpBvws1eIyB29DZ6	Crazy Frog	Axel F	Crazy Hits
VpLWDOIUpPhjD2f4	TV on the Radio	Province	Return To Cookie Mountain
Vq0JOAfWAu5fi4zM	Sargeist	Sargeist	Let the Devil In
VqbZxmtavzJ66DaW	King Krule	Has This Hit?	6 Feet Beneath The Moon
VrErKSpMTxb66nPu	Ramones	Censorshit	Mondo Bizarro
VrjB5Xp5Eotmn6qc	Cocteau Twins	A Kissed Out Red Floatboat	Blue Bell Knoll
VrrY15t5ExArSa8T	Tigers Jaw	Distress Signal	Charmer
VrvBY0luikirCvBf	Grouper	Fishing Bird (Empty Gutted in the Evening Breeze)	Dragging a Dead Deer Up a Hill
VsjSAsuU0RbSZviP	Jimmy Eat World	Chase This Light	Chase This Light
Vstrjcw5lxtwM9fR	Marilyn Manson	The Fall of Adam	Holy Wood
VtF32nX4mmVRGMEj	The Neighbourhood	Sweater Weather	I Love You.
VtzemETQNnq7SvrZ	Crystal Castles	Femen	Amnesty (I)
VwApT9MehZ2gx1a8	BROCKHAMPTON	VIVID	iridescence
VwRynDNYBux8umfv	Sly & The Family Stone	Que Sera, Sera (Whatever Will Be, Will Be)	Fresh
VwrWHFmjIB306KiM	Green Day	Loss of Control	¡UNO!
Vx7KpqO40dAp7SY5	Kraftwerk	Radioactivity - 2009 Remastered Version	Radio-Activity (2009 Remastered Version)
VxUQdLc5okNKJStp	Lenny Kravitz	Let Love Rule (Justice Remix)	Let Love Rule
VxcuunxDgoNRAxdG	Hüsker Dü	Beyond the Threshold	Zen Arcade
VxeVXO6OERCBQv55	Ivo Pessoa	Uma Vez Mais	Ivo Pessoa
VxkJOjheEZ2KmXhv	Crazy Town	Butterfly	The Gift Of Game
VyPiSsjXDQzbSZ91	The Amazons	Black Magic	The Amazons (Deluxe)
VytQKRvQlKUwa8GU	Sleeping With Sirens	You Kill Me (In a Good Way)	With Ears To See And Eyes To Hear
VzY36FO8t9sDy1h9	Young Galaxy	Cover Your Tracks	Shapeshifting
VzfHPqHYyv7ifVbN	Marianas Trench	This Means War	Astoria
W02X2H0xc8JVDk2J	Led Zeppelin	The Rain Song	Houses of the Holy (2014 Remaster)
W0FUyky4Nio2kPjx	Luis Miguel	Decídete	14 Grandes Exitos
W0I0QY8ucb4NcE3y	Placebo	Haemoglobin	Black Market Music
W0mr0f92n4pDYFYE	The Cure	Fascination street - Remastered	Mixed Up (Deluxe Edition)
W16PBV1tqeT01fnO	System of a Down	Chic 'N' Stu	Steal This Album!
W1KQe9A1SdbULx79	Luke Combs	This One's for You	This One's for You Too (Deluxe Edition)
W2oPIJe4rtX27px4	Fever Ray	IDK About You	Plunge
W3CCtzRjme0zjren	Salut C'est Cool	Techno toujours pareil	Sur le thème des grandes découvertes
W4RT2oKAwrm3ggpU	Meshuggah	Stengah	Nothing
W5UcGsdJQx3mss6c	Jonas Brothers	Fall	JONAS L.A. (Music from the TV Series)
W5corTpjrk7QEawo	Faun	Walpurgisnacht	Luna
W5hS6GiORbPsebcc	PJ Harvey	The Colour of the Earth	Let England Shake
W5tVq2rFbId2fTnS	Vanessa Carlton	Carousel	Rabbits On The Run
W5yQEw49WaRmGE16	Greenleaf	Bound To Be Machines	Trails & Passes
W68UdecNTgs6slU9	Lipstick	Simples Assim	Roquenroll
W6A8YWNyZX0WNp40	Dave Gahan	Use You	Hourglass (Deluxe)
W6C8d6h3WXJQogSJ	Jonas Blue feat. Jack & Jack	Rise	Rise
W76HHMmaR55GOdKo	Taylor Swift	Look What You Made Me Do	reputation (Big Machine Radio Release Special)
W7Oc8CIZBUAMzxLl	Angra	Time (live)	Angels Cry - 20th Anniversary Tour (Live)
W7XNBQvbxN12rGUT	Grouper	I'm Clean Now	Paradise Valley
W7uDtEtChWiYb3Dr	Michael Jackson	Speechless	Invincible
W86mIKLYRcdpDQB7	Maroon 5	Give a Little More	Hands All Over (Deluxe)
W8DuZr7vBuW3r8Fw	Kings of Convenience	Singing Softly To Me	Quiet Is The New Loud
W8ruzCF9sKBP5F6m	The Offspring	Rise and Fall	Rise And Fall, Rage And Grace
W9FA2tidPYQqCT7J	Miley Cyrus	You're Gonna Make Me Lonesome When You Go	Chimes Of Freedom: The Songs Of Bob Dylan Honoring 50 Years Of Amnesty International
W9ZzI3jiNm54b3UQ	Cher	When Lovers Become Strangers	Love Hurts
WA04nrpaHwgs3Wn7	Kevin Johansen	Desde Que Te Perdí	Kevin Johansen + The Nada + Liniers: Vivo En Buenos Aires
WA69RBP7VVNxLvxq	Fontella Bass	Rescue Me	The New Look
WAYsxraFLhWPxSSh	Goldfrapp	Tiptoe	Black Cherry
WAbTyx902fLAd8Q5	Mandy Moore	Can't You Just Adore Her?	Wild Hope
WBVSbTbBFMhyvNpr	Adam Lambert	Lucy (feat. Brian May)	The Original High (Deluxe Version)
WBhyrlSmr4X1yyIE	Georgi Kay	Lone Wolf	Where I Go to Disappear
WBzyf3LR7b53ya7V	Drowning Pool	Forget	Desensitized
WC1vCGNbZZ1ggVCX	Parkway Drive	Idols and Anchors	Horizons (Deluxe Edition)
WC7MrRB9xVfrbMGv	Korn	My Gift to You	Follow The Leader
WCQ0wAlf3ZwxRk6j	Escape the Fate	My Apocalypse	Dying Is Your Latest Fashion
WCrDlDnKjHsGjcQV	Mika	Boum Boum Boum	No Place In Heaven (Special Edition)
WDylSGJkFjTLErhu	Paulinho Da Viola	Duas Horas Da Manhã	Bis - Paulinho Da Viola
WESZfNkEXTSzBsaH	Love Generation	Dance Alone	Dance Alone
WEkiUghEbv6bvLqL	Tom Cochrane	Life Is a Highway	Mad Mad World (Deluxe)
WFKgFwlYxgr5Bjg6	Suzanne Vega	Night Vision	Solitude Standing
WFRuD3kMxc6vICY6	Vein	Untitled	Errorzone
WFUlldlwiDJuyXKR	Aerosmith	Remember (Walking in the Sand)	Aerosmith's Greatest Hits
WFbj6qRmfKx1rHMb	Van Morrison	Cyprus Avenue	Astral Weeks
WFjucfTtcCT9cM7k	Magazine	Definitive Gaze	Real Life
WGQ67TcIL6FSc7zt	Ween	I Don't Want It	Quebec
WGzAFsNG7txXvTCS	Dream Theater	Scene Six: Home	Metropolis Part 2: Scenes From A Memory
WHxjgmae3Ce4GI1h	Tonight Alive	The Ocean	The Other Side
WIU5g0OpNRpcHx3E	Britney Spears	Circus (Linus Loves Remix)	B In The Mix, The Remixes Vol 2
WIezo2UiwUSm22bM	Tears for Fears	Break It Down Again	Elemental
WIgaRTONCZJ8WFlL	Wanessa	Filme De Amor	Wanessa Camargo
WJ3polMTEBmLc5WS	Soft Cell	Tainted Love (re-recorded)	Tainted Love - the Remixes
WJhG1Aub9mFV7U78	Bread	Guitar Man	Guitar Man
WK41eG0q5syzuYcj	Tricky	Bury The Evidence	Blowback
WLin1wjxEOQiE6Gl	Fad Gadget	Lady Shave	The Fad Gadget Singles
WMPyZbE6EvI5f4wF	Taylor Swift	Shake It Off	1989
WMTxbQA8Gx7n4wrq	Katatonia	Gone	Sanctitude
WMrk2Wt2dkUsQJyp	Willie Nelson	Highwayman	Nashville Rebel
WNVAOm3E0DNm6P7b	James Bay	Craving	Chaos And The Calm
WO2XiA5JUJc1shXu	Breaking Benjamin	Failure	Dark Before Dawn
WOHt9FWBSnu2m5BT	The Beatles	Slow Down	Past Masters (Vols. 1 & 2 / Remastered)
WOWxCR8vLzQt33x5	The Beatles	Golden Slumbers - Remastered	Abbey Road (Remastered)
WOXddkXJxOFMBl9F	Wilco	Kamera	Yankee Hotel Foxtrot
WOdwjPhCF0rsdsmT	Julian Casablancas	River of Brakelights	Phrazes For The Young
WOfcbPlR3Cc0kg5U	Jason Derülo	Blind	Jason Derulo
WOpKx8PV4eXNya8G	Teen Suicide	everything is going to hell	dc snuff film / waste yrself
WP1pL2OGis1Omfbc	Biffy Clyro	Spanish Radio	Opposites (Deluxe)
WP4RkO51CCZnKBlQ	Young Thug	Wyclef Jean	JEFFERY
WPBnYMX154X0DMFF	Asobi Seksu	Walk On the Moon	Asobi Seksu
WPJqHS1ZUdqC6LWs	Sophie Ellis-Bextor	You Get Yours	Shoot From The Hip
WPduh4u7BzjXtR9Z	Elza Soares	Fadas	Do Cóccix Até o Pescoço
WPqt0qwyo1VACRRq	Elvis Presley	Stuck on You	Elvis' Golden Records, Vol. 3
WQkOy0kTPsUYfjGZ	Parade Ground	Moans	Cut Up
WRXYwbj6ysx4jC9G	Make Them Suffer	Fake	Old Souls & Lord Of Woe
WRbNe1wqXuWUlW9n	Lemon Demon	Reaganomics	Spirit Phone
WRsryaTOWvLIMD2m	Manowar	Blow Your Speakers	Fighting The World
WRvvdomVdDrx2JGR	Sleigh Bells	Crown on the Ground	Treats
WRwgOmFvXpDoVnVd	Kylie Minogue	Kiss Me Once	Kiss Me Once
WSsYgO8m4yRnCkWb	Keyshia Cole	This Is Us	A Different Me
WTTPrDMEGPuvfivo	Trade Wind	I Hope I Don't Wake Up	You Make Everything Disappear
WUIxdTis8WADsC2R	Natalia Oreiro	Cambio Dolor	Natalia Oreiro
WUQwg3HyiTo7i35A	Grimes	Belly of the Beat	Art Angels
WV0nwxHxYHiHuuHS	The Amity Affliction	Beltsville Blues	Misery
WVU7QvU0M12xXeg6	Natalia Oreiro	Rio De La Plata	Tu Veneno
WWBSPyNzHgAXtlLp	While She Sleeps	You Are We	You Are We
WWvFA8zXcdjn4mZB	Joy Division	No Love Lost	Substance
WYDhkPUgu71CQnF2	Shania Twain	Forever and for Always	Up!
WYE43ndTYxkJe1Cq	Faith Hill	Cry	Cry (U.S. Version)
WYlPzMBcZevLbEiL	Smallpools	Dreaming	LOVETAP!
WZBN7aj0uZj0WrSY	Carla Morrison	No Quise Mirar	Déjenme Llorar
WZk9NsK9zECWoYku	Alicks	Next To You	Help Me Out
WZoM6JSmkqJ1SRGO	Skillet	Open Wounds	Collide
WZsn8QfmaYWEaoYV	Phoenix	Lost And Found	It's Never Been Like That (Deluxe Version)
WaBL1RvQlFOF4KVn	Céline Dion	I'm Alive	A New Day Has Come
WawGnPjLVgiOy0kv	Never Shout Never	Silver Ecstasy	Time Travel (Deluxe Version)
Wb1iIt34MSoFeLrh	Of Monsters and Men	Hunger	The Hunger Games: Catching Fire (Original Motion Picture Soundtrack / Deluxe Version)
WbfeopmxZRWJ0Nq6	New Order	60 Miles an Hour	Get Ready
Wcg7LhYoTvJtmsY4	The Rigs	All the King's Men	Gray
Wd4InyteaRAtLjoe	The Beatles	The Inner Light	Love
WdQW3XRcmk89Rxp9	Fort Minor	Where'd You Go (feat. Holly Brook & Jonah Matranga)	The Rising Tied
WdVIBcNlKUe3k36U	Adam Lambert	Pop That Lock	Trespassing (Deluxe Version)
WdvXtpKNfNIuURnA	Alabama Shakes	Rise to the Sun	Boys & Girls
Wdyu63njShsLOhZv	Four Year Strong	Stuck in the Middle	In Some Way, Shape, Or Form.
We2zJsH9K900AEQw	Darkest Hour	Demon(s)	Deliver Us
WeciuK6bloo8enN7	Jess Glynne	I'll Be There	I'll Be There
WeotbGfcbfRJJJUV	Soft Machine	Why Am I So Short?	The Soft Machine
WesmxmPASKbV6weJ	Pixies	Another Toe In the Ocean	Indie Cindy
Wf4rodZMnBSe6ONL	Imogen Heap	Aha!	Ellipse
Wf7fTQ7IKpq92WP0	Stone Temple Pilots	Take a Load Off	Stone Temple Pilots (Deluxe)
Wftx6te9I9o8NZb0	The Meeting Places	Now I Know You Could Never Be the One	Find Yourself Along The Way
WfxzZrui6qQqt5MA	Ana Gabriel	Luna	Luna
WgPjQQbHDV064gkm	Rhapsody of Fire	Anima Perduta	From Chaos To Eternity
WgtykoE4fvPTAvxW	FEMM	White Noise	Femm-Isation
WgysWGs9JAJ5AOkc	Justin Moore	If Heaven Wasn't So Far Away	Outlaws Like Me
Wh2R5KG2dUjc0Vo2	Yuck	Southern Skies	Southern Skies
Wh6JKFTbx49VkgQy	Motörhead	Shoot You in the Back	Ace of Spades (Expanded Edition)
WhSzBbGKdGiNuDKZ	Thee Oh Sees	Plastic Plant	A Weird Exits
Wi5VoAGKfSo81Gio	Becky G	Becky from the Block	Becky from the Block
WiinvNsURKU6cRWE	Chelsea Wolfe	Sick	Pain Is Beauty
WiovE3iEVlcgASzF	Rush	The Analog Kid	Signals
Wj1HwQE0rS5e3MRS	Bastille	bad_news	VS. (Other People’s Heartache, Pt. III)
WjJQpvoymfco7sbi	Blessid Union Of Souls	I Believe	Home
Wjce73WdQB0iCY4O	Maximum the Hormone	ChuChu Lovely MuniMuni MuraMura PrinPrin Boron Nururu ReroRero	Bu-ikikaesu
Wk61IvnOJo8Z4PRy	Kings of Leon	Supersoaker	Mechanical Bull (Expanded Version)
Wki1bW857l9DbmIl	Eric Prydz	Generate	Opus
Wl89uae6RBPS13kL	Sia	Sweet Design	This Is Acting (Deluxe Version)
WlFsUwxkZs5WZMUL	Eric Clapton	Old Love	Unplugged (Deluxe Edition)
WljWMIhImp5Ak6dx	Gui Boratto	Beautiful Life	Chromophobia
WmAzJKwtaiswS14F	The Ting Tings	Estranged	Estranged
WmEKocdEjwJAQVVg	Shawn Mendes	Lost In Japan - Remix	Lost In Japan (Remix)
WmNqsAqDnnPVhlRS	Andy Gibb	Shadow Dancing	Shadow Dancing
Wn9kVWC9AOpi6sPF	Matthew And The Atlas	Pale Sun Rose	Other Rivers
Wo7ttQito032fSkb	Willie Colón	Que Lio	The Hustler
WoGhU6P6dLVhOf2M	The Lovin' Spoonful	You Didn't Have To Be So Nice	Daydream
Wom5DPkxcEDFMHA5	The Rolling Stones	Cry to Me	Out Of Our Heads
WpCcJXRIHyPrv2g7	Rammstein	Ohne dich	Reise, Reise
WpHF8a1KPN8Tmuji	The Police	When The World Is Running Down, You Make The Best Of What's Still Around	Zenyatta Mondatta (Remastered 2003)
Wpbfmpa4OH4SgoTH	Andy Black	Drown Me Out	The Shadow Side
WpdDWsVvrXp0cSoW	Tori Amos	Sugar	To Venus And Back
Wpm1j7ia9Tnt0qNI	Mithotyn	Watchmen of the Wild	Gathered Around The Oaken Table
Wq1eo8BcD04Ctosk	Mumford & Sons	Dust Bowl Dance	Sigh No More
WrO5G0BU9P0qNtHw	Zaz	On s'en remet jamais	Effet miroir
WrpbSW9WNtawmIrc	Devendra Banhart	See Saw	Rejoicing In the Hands
Ws47S5yOE6Vsib6h	Team Sleep	Blvd. Nights	Team Sleep (U.S. Release)
Wt0PiiD7NwTNxRrt	Allister	Somewhere On Fullerton	Last Stop Suburbia
WtcJ4E9huKLwZOAx	Okkervil River	Unless It's Kicks	The Stage Names
Wtjh06acfgzzI9Z5	AnnenMayKantereit	Marie	Schlagschatten
Wu3am3AWvgXUfbF2	Sugar Ray	Answer The Phone	Sugar Ray
WuBjy1BCuy6trDX0	Current 93	Patripassian	All the Pretty Little Horses (The Inmost Light)
Wv81LAnKo800XZlu	Rush	The Larger Bowl	Snakes & Arrows
WvOHvXca310ggKom	Blind Guardian	A Dark Passage	Nightfall in Middle Earth (Remastered 2007)
WvfI9nwOhK7dOlpJ	JP Nataf	Mon Ami D'En Haut	Plus de sucre
Wvm7zMe75BxaGIxy	Life Without Buildings	14 Days	Any Other City
WvsYQAG8IabqFYqk	The Killers	Spaceman	Day & Age (Bonus Tracks)
WwOShfAxpT5Qb5vT	New Found Glory	Sonny	Sticks and Stones
WwSQqMIUb6Oc00oH	The Kooks	Rosie	Junk Of The Heart
WwYOybskI0qfmdOU	Janet Jackson	Morning	Janet
WwgKaReaSdCnkwgJ	Alice in Chains	A Looking in View	Black Gives Way To Blue
WwvmJNsrzdFVjAfL	Rammstein	Mehr	LIEBE IST FÜR ALLE DA
Wx5xlRAxMCK68VdE	Lovelyz	Shooting Star	Lovelyz8
WxGj1qUm1IfHFRwn	Metro Station	Control	Metro Station
Wxo0mRciBidH8e6d	Björk	There's More to Life Than This	Debut
WyOCr2d4hAJsdgBQ	Phantogram	Run Run Blood	Three
Wyovlu55L9KMpKgf	Vienna Teng	Stray Italian Greyhound	Inland Territory
WzRkDzyZ5sPEMYbg	Riverside	Under the Pillow	Love, Fear and the Time Machine
WzqlJO9bflLqwmz4	Disturbed	Crucified	Asylum (Deluxe)
X0JxLyIEvjxludjl	The Antlers	Bear	Hospice
X0OHMtnviYOUJTK6	J Alvarez	Junto Al Amanecer	El Movimiento: The Mixtape
X0OP4ap7frgQmeyb	Lil Xan	Watch Me Fall	Watch Me Fall
X0PIltQAfBnIbcZr	Kate Bush	King of the Mountain	Aerial
X1BgqU5qCsUEIzuR	Lisa Loeb	I Do	Firecracker
X1hvP89yKi3fqnkx	Porcupine Tree	I Drive the Hearse	Octane Twisted
X2UxGx6A93bzmomB	Ab-Soul	Pineal Gland	Control System
X2cwMBHd3t8VZZpK	Sigur Rós	Untitled	(Untitled)
X3Ob2U7s2c2z6gex	Bee Gees	Man In The Middle	This Is Where I Came In
X4Efh4pDdgmR7bis	Lovelyz	Lost N Found	Lovelyz 5th Mini Album [SANCTUARY]
X4jFLKv9COcbfFSg	Bat for Lashes	Marilyn	The Haunted Man (Deluxe Version)
X4nxFJkuUInJfArI	Tori Amos	China	Little Earthquakes (*)
X5P9XBdxFRvSQPyX	Panama	Always - CLASSIXX Remix	Always EP (Deluxe Edition)
X5ihEDR0EaR5ZzbP	Breakfast Club	Right On Track	Breakfast Club
X5jECA5imys0BNCN	Radiohead	Little by Little	The King Of Limbs
X68TM0iCXhxf9TGy	Queensrÿche	The Thin Line	Empire - 20th Anniversary Edition
X6o1tKFYvNKKxtqn	Bayside	Devotion and Desire	Bayside
X6z0stFzPJyigNjn	The Jam	All Mod Cons	All Mod Cons
X77yQ5Ou8gAv1iFe	Franz Ferdinand	Glimpse of Love	Always Ascending
X7Dh9IW0hk9NC6ZA	Natalie Imbruglia	Satisfied	Counting Down The Days
X7bQrZDxfVGK3aVV	Daughtry	No Surprise	It's Not Over....The Hits So Far
X8R3mEZDTUnr5XBm	The Red Jumpsuit Apparatus	You Better Pray	Lonely Road
X8defiYa8Kz7DAoL	Temples	Fragment's Light	Sun Structures (Deluxe Version)
X8u0eXXkELsdbmGT	McCarthy	Red Sleeping Beauty	That's All Very Well But?
X9UmKzxyEDZ0Oscc	Enya	One by One	A Day Without Rain
X9iV94SmYSXydF2J	La Oreja de Van Gogh	Flores en la orilla	A las Cinco en el Astoria
X9sIGeQ9Udjna42K	The Cure	Halo	Join The Dots: B-Sides And Rarities, 1978-2001 (The Fiction Years) [US Internet Release]
X9zyiDeDOr6k8iUd	Chingy	One Call Away	Jackpot
XAxQ9YlhGJ18fIzn	Tegan and Sara	BWU	Love You to Death
XB1TbaI6pVohfczH	dEUS	The Architect	Vantage Point
XBGnnX1P36ri7c75	Ingrid Michaelson	Are We There Yet	Everybody
XCYQhEAVQVN6yVfG	Céline Dion	The First Time Ever I Saw Your Face	The Very Best of Celine Dion
XCx5ltUQf47lsPUI	Charlie Brown JR.	Talvez a Metade do Caminho	Nadando Com Os Tubarões
XD4MsKOuEImt1Gnw	Who Is Fancy	GOODBYE	Goodbye
XDPunoTYk4cJoDNe	Matt Cardle	Desire	Desire (Blinkie Mix)
XDjoXDBTfKeMlgs7	Patrick Wolf	Overture	Sundark and Riverlight
XFHsDXxIXN7gvNDb	Joji	ATTENTION	BALLADS 1
XFMm0pYjrxJQtfdP	Danny Brown	Party All the Time	XXX (Deluxe Edition)
XGjkbhPzhQ6DGbTh	Ulver	I troldskog faren vild	Bergtatt
XGx9vTA0CmrgUJb1	I Prevail	Blank Space	Heart Vs. Mind
XHAqnEiMnrtNtxUe	State Champs	Secrets	Around the World and Back
XHgKLrdanxA0s0Xj	Waterparks	It Follows	Double Dare
XINP7qUl8eKrG3uq	The Cardigans	Paralyzed	Gran Turismo (Remastered)
XIOr1KrGv2RfU3Lm	Wye Oak	Before	Shriek
XIfHXppTjZ1Wk4Kt	Dan Deacon	Lots	America
XJ2J0pk40oXB3qIV	Title Fight	Make You Cry	Floral Green
XJG1Pzzo1IVpWG7k	Stick to Your Guns	Delinelle	True View
XJT01HyqMvJ2tg4e	Bryan Adams	Cloud Number Nine	On A Day Like Today
XJuUx8v8ixj2ABSf	Prince	1999	1999
XJyx22zaekEbCiBJ	John Mayer	I Guess I Just Feel Like	I Guess I Just Feel Like
XKHHjY6ZVJUDzyV0	Jordin Sparks	Next to You	Jordin Sparks
XKhtDEOcEISRhzMT	Thundercat	Tron Song	Drunk
XLT9XQT48DfHAZEc	Elton John	No Shoe Strings On Louise	Elton John
XLv1mSJsVYH7WEIQ	Snail Mail	Thinning	Habit
XMIhpThqKbq7p0Eu	Wild Nothing	Vultures Like Lovers	Golden Haze
XMQqamlLwJcZpzOq	Wilco	I'll Fight	Wilco [the album]
XMRKXUrzYNgaP3zX	Frank Turner	Photosynthesis	Songbook
XNBaE1My6HTgelxE	Revocation	Chaos of Forms	Chaos of Forms (Deluxe Version)
XNHnWBoOO7rVNYjw	The Naked and Famous	I Kill Giants	In Rolling Waves
XNUqpqynyU9i0Qlb	Iced Earth	Melancholy (Holy Martyr)	Something Wicked This Way Comes
XNeF2K0NM9vnO2Yd	Grandaddy	So You'll Aim Toward the Sky	The Sophtware Slump
XNo5WALnTqSoDovJ	Elliott Yamin	Wait For You	Elliott Yamin
XOFm1ByFjWrqmDjZ	Gang of Four	Not Great Men	Entertainment!
XOT7qMMMrmWTIo3s	Usher	My Boo	Confessions (Expanded Edition)
XOtPca0L9EQo5MAB	Nine Inch Nails	The Background World	Add Violence
XOtUbApSXhUWTdzv	Peach Kelli Pop	Dreamphone	Peach Kelli Pop
XP6qQrCR6Rh9MJx5	Annie Lennox	Precious	Diva
XQVCiYXF7e2TfREv	Moby	Mere Anarchy	Mere Anarchy (Edit)
XQgn7Aj6sSSoX51L	Deep Blue Something	Breakfast at Tiffany's	Home
XRD4pfJmtFF5sdHK	Thurston Moore	Ono Soul	Psychic Hearts
XSJyafhagXyCcxZ3	The Beatles	With a Little Help from My Friends	Sgt. Pepper's Lonely Hearts Club Band (Remastered)
XSmIF1qzUot48hmv	Thalía	Un Alma Sentenciada	El Sexto Sentido
XUWTegF4mMIexfYs	August Burns Red	Existence	Constellations (Remixed)
XUxbrd4giXepwker	Blonde Redhead	Not Getting There	Penny Sparkle
XW3ZgDjYvsoX7ooQ	Alicia Keys	Doesn't Mean Anything	The Element Of Freedom
XWb6dMzpJsNwBPYH	3 Doors Down	What's Left	Time Of My Life (Deluxe Version)
XWfDJYP0AIVHgsrk	Chevelle	Fizgig	12 Bloody Spies: B-sides and Rarities
XXFd7xa1Z18SLhcq	Bad Religion	I Love My Computer	The New America
XXShp3IW8QBbI6AU	Tamia	Falling for You	Tamia
XXjyfHu2EnqA8upE	Judas Priest	Heavy Metal	Ram It Down
XZ5UX234jN2PARId	Adrian Gurvitz	Classic	Classic
XZEzDv414B7hP35u	Dungen	Sluta Följa Efter	Ta Det Lugnt
XZbrOEyVrC83SDhh	Enrique Iglesias	Takin' Back My Love	Greatest Hits
Xa6wZxNStKhHx1BN	Billy Talent	Cut the Curtains	Billy Talent
XaB0SyreLY3VwCPy	Enya	My! My! Time Flies!	The Very Best of Enya (Deluxe Edition)
XaEOPByYX0ypNdHf	Jack Stauber	Pizza Boy	HiLo
XaOkF9nMqPvSJLjg	Julia Holter	Turn the Light On	Aviary
XaxI1bIjlYb8Te7j	Petula Clark	Downtown	The Ultimate Petula Clark
Xb2Fw8Hrfo3XmYeX	Sly & The Family Stone	You Can Make It If You Try	Stand
Xbnc3y7iGCDkJ2Be	David Bisbal	Premonición	Premonición
XcDu72gipo0aCTDp	U2	Cedarwood Road	Songs Of Innocence
XcJU5PtuWtCkv0Cg	Eminem	Parking Lot (Skit)	The Marshall Mathers LP2 (Deluxe)
Xcn0ZCuNigtDbl36	Wipers	The Lonely One	Over the Edge
Xd3lDy6XyV6qW35V	Kylie Minogue	Stop Me from Falling	Golden
Xd7ekZxDFBrZa1z1	Judas Priest	Tyrant	Sad Wings Of Destiny
XeJMkfNefEnvmyYo	Yeah Yeah Yeahs	Kiss, Kiss	IS IS
Xeg0EdihyYTTUHpr	Streetlight Manifesto	Everything Went Numb	Everything Goes Numb
XfLJdTZTQvc34XtI	As It Is	The Two Tongues (Screaming Salvation)	The Great Depression
Xfq4FrvagN2XWrwq	Tori Amos	Precious Things	Little Earthquakes (*)
XgXbrtAIUO5lcGMq	Tame Impala	'Cause I'm A Man	Currents
XhMbZeGuHJrd7GPE	McFly	Ultraviolet	Anthology Tour (The Hits Live)
XhaDLa9oViaoLi4K	Mission of Burma	Trem Two	vs.
Xhlj1OVrv5reghaz	Bad Bunny	Amorfoda	Amorfoda
XijoqZiHbjyhkbwc	Logic	Like Woah	The Incredible True Story
Xj5OonKAGqQ8xWKs	Robert Wyatt	Maryan	Shleep
Xj7BqM7MQrUzXvFF	Benjamin Francis Leftwich	Shine	Last Smoke Before the Snowstorm
XjCphzWhcZ6d0UAX	Jessica Simpson	Walkin' 'Round in a Circle	A Public Affair
Xjo2ZwkRSpC4xy6d	Street Dogs	Punk Rock and Roll	Street Dogs (Deluxe Edition)
XjrCcpfyMwX5qSaQ	Allie X	Paper Love - Acoustic	Paper Love (Acoustic)
XkDpzfspMLx0paAe	Alessio Bernabei	Noi Siamo Infinito	Noi siamo infinito
Xkoz5HzdNQOJywmi	Switchblade Symphony	Mine Eyes	Serpentine Gallery
Xm2nNsTpuaydpaSd	Luke Sital-Singh	21st Century Heartbeat	The Fire Inside
Xm7JGY7FHpa2ZZ17	Misfits	From Hell They Came	American Psycho
XmPwV6fRfpDp5gEY	Morrissey	All The Lazy Dykes	You Are the Quarry
XmZ0w51Zolv7rIrP	Machine Head	Aesthetics of Hate	The Blackening
XmbmtmCRZ9c6mVUf	Paulo Diniz	Pingos de Amor	20 Super Sucessos
XmpF2EKY6mW7LMy9	Skillet	Saviors of the World	Unleashed
XmvUpDs86stEXywz	The White Stripes	Passive Manipulation	Get Behind Me Satan
XnfPW7kGspnUiKjT	CupcakKe	Meet and Greet	Ephorize
Xnrqj9qzUNzw6WEP	Alejandro Sanz	Mi soledad y yo	Coleccion definitiva (Deluxe)
XovGsNryRMzXh5UI	Christina Aguilera	Hurt	Back To Basics
XpHe4GJyxe03VZdX	Rishloo	Dead Rope Machine	Living as Ghosts With Buildings as Teeth
XpYP4v2Y1faztkoG	Strawberry Switchblade	Deep Water	Strawberry Switchblade
